Accident_ID,Accident_Date,Accident_Hour,Report_Timestamp,District,Road_Type,Weather_Condition,Surface_Condition,Light_Condition,Traffic_Density,Vehicle_Type,Driver_Age,Driver_Gender,Alcohol_Involved,Vehicle_Speed_kmph,Helmet_Used,Seatbelt_Used,Cause_Category,Accident_Severity,Casualties_Count,Injury_Type,Emergency_Response_Time_Min,Accident_Year,Accident_Month,Day_Of_Week,Is_Weekend,Time_Block,Age_Group,High_Speed,Delayed_Response,Night_Driving,Multiple_Casualties
Ker_Acc_100641,2023-08-30,19,2023-08-30 20:36:00,Kottayam,Rural Road,Clear,Dry,Night,Low,Motorcycle,23,Female,Yes,68,Yes,Not Applicable,Drunk Driving,Serious,3,Major Injury,14.0,2023,August,Wednesday,False,Evening,Young,No,No,Yes,Yes
Ker_Acc_100642,2023-08-06,22,2023-08-07 00:17:00,Kozhikode,Urban Road,Clear,Dry,Day,High,Motorcycle,53,Female,Yes,66,Yes,Not Applicable,Distracted Driving,Serious,3,Major Injury,20.0,2023,August,Sunday,True,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_100643,2024-09-12,21,2024-09-13 00:29:00,Idukki,Bridge,Clear,Muddy,Night,Low,Motorcycle,34,Female,No,32,Yes,Not Applicable,Overspeeding,Serious,1,Major Injury,22.0,2024,September,Thursday,False,Evening,Adult,No,Yes,Yes,No
Ker_Acc_100644,2024-01-15,4,2024-01-15 07:25:00,Kozhikode,Urban Road,Clear,Dry,Night,Medium,Truck,50,Male,No,33,Not Applicable,Yes,Overspeeding,Minor,2,Minor Injury,15.0,2024,January,Monday,False,Late Night,Middle Age,No,No,Yes,Yes
Ker_Acc_100645,2023-11-21,22,2023-11-22 00:28:00,Kollam,Urban Road,Clear,Dry,Night,Low,Auto Rickshaw,26,Female,No,53,Not Applicable,Not Applicable,Distracted Driving,Minor,1,Minor Injury,13.0,2023,November,Tuesday,False,Evening,Adult,No,No,Yes,No
Ker_Acc_100647,2023-07-13,4,2023-07-13 05:06:00,Thiruvananthapuram,Highway,Fog,Muddy,Night,Low,Car,63,Female,No,77,Not Applicable,Yes,Weather Conditions,Serious,3,Major Injury,13.0,2023,July,Thursday,False,Late Night,Senior,No,No,Yes,Yes
Ker_Acc_100648,2024-03-28,11,2024-03-28 14:13:00,Thiruvananthapuram,Rural Road,Rain,Wet,Day,Medium,Car,25,Male,No,58,Not Applicable,Yes,Distracted Driving,Minor,2,No Injury,11.0,2024,March,Thursday,False,Morning,Young,No,No,No,Yes
Ker_Acc_100649,2023-06-22,23,2023-06-23 00:46:00,Kasaragod,Urban Road,Clear,Dry,Night,High,Car,55,Male,No,87,Not Applicable,Yes,Weather Conditions,Minor,0,Minor Injury,5.0,2023,June,Thursday,False,Evening,Middle Age,Yes,No,Yes,No
Ker_Acc_100650,2023-03-20,7,2023-03-20 10:01:00,Ernakulam,Highway,Storm,Dry,Day,Medium,Auto Rickshaw,36,Female,No,106,Not Applicable,Not Applicable,Overspeeding,Minor,2,Minor Injury,8.0,2023,March,Monday,False,Morning,Adult,Yes,No,No,Yes
Ker_Acc_100651,2024-08-27,3,2024-08-27 05:20:00,Idukki,Highway,Rain,Wet,Night,Medium,Car,47,Male,No,84,Not Applicable,Yes,Mechanical Failure,Serious,3,Major Injury,18.0,2024,August,Tuesday,False,Late Night,Middle Age,Yes,No,Yes,Yes
Ker_Acc_100652,2023-02-14,20,2023-02-14 22:39:00,Idukki,Urban Road,Clear,Dry,Night,Low,Motorcycle,31,Female,No,83,Yes,Not Applicable,Mechanical Failure,Serious,3,Major Injury,35.0,2023,February,Tuesday,False,Evening,Adult,Yes,Yes,Yes,Yes
Ker_Acc_100031,2024-02-02,12,2024-02-02 15:08:00,Pathanamthitta,Rural Road,Rain,Muddy,Day,Low,Car,44,Female,No,82,Not Applicable,Yes,Weather Conditions,Minor,2,No Injury,18.0,2024,February,Friday,False,Afternoon,Middle Age,Yes,No,No,Yes
Ker_Acc_100655,2024-09-09,4,2024-09-09 07:17:00,Kozhikode,Urban Road,Clear,Dry,Night,High,Motorcycle,49,Female,No,81,Yes,Not Applicable,Drunk Driving,Minor,0,Minor Injury,17.0,2024,September,Monday,False,Late Night,Middle Age,Yes,No,Yes,No
Ker_Acc_100656,2025-02-13,13,2025-02-13 15:30:00,Kollam,Bridge,Clear,Wet,Day,Medium,Motorcycle,23,Male,Yes,73,Not Applicable,Yes,Drunk Driving,Serious,2,Major Injury,20.0,2025,February,Thursday,False,Afternoon,Young,No,No,No,Yes
Ker_Acc_100658,2023-06-02,4,2023-06-02 06:04:00,Kottayam,Highway,Rain,Wet,Night,Low,Car,54,Male,Yes,84,Not Applicable,Yes,Overspeeding,Fatal,3,Fatal Injury,24.0,2023,June,Friday,False,Late Night,Middle Age,Yes,Yes,Yes,Yes
Ker_Acc_100659,2024-03-11,13,2024-03-11 15:09:00,Palakkad,Highway,Rain,Wet,Day,Medium,Motorcycle,34,Male,No,104,Yes,Not Applicable,Drunk Driving,Serious,3,Major Injury,34.0,2024,March,Monday,False,Afternoon,Adult,Yes,Yes,No,Yes
Ker_Acc_100660,2024-11-08,14,2024-11-08 15:02:00,Wayanad,Junction,Clear,Dry,Day,Low,Motorcycle,63,Female,No,20,Yes,Not Applicable,Distracted Driving,Minor,1,No Injury,23.0,2024,November,Friday,False,Afternoon,Senior,No,Yes,No,No
Ker_Acc_100661,2025-04-07,8,2025-04-07 09:13:00,Malappuram,Highway,Clear,Wet,Day,High,Car,61,Female,Yes,59,Not Applicable,No,Drunk Driving,Serious,3,Major Injury,27.0,2025,April,Monday,False,Morning,Senior,No,Yes,No,Yes
Ker_Acc_100662,2023-01-14,5,2023-01-14 07:48:00,Kollam,Urban Road,Clear,Dry,Day,Low,Motorcycle,37,Female,No,62,Yes,Not Applicable,Drunk Driving,Minor,1,Minor Injury,24.0,2023,January,Saturday,True,Late Night,Adult,No,Yes,Yes,No
Ker_Acc_100663,2023-11-06,2,2023-11-06 02:47:00,Kannur,Urban Road,Clear,Wet,Night,High,Motorcycle,19,Male,No,43,No,Not Applicable,Distracted Driving,Minor,2,Minor Injury,25.0,2023,November,Monday,False,Late Night,Young,No,Yes,Yes,Yes
Ker_Acc_100664,2025-05-12,20,2025-05-12 23:16:00,Ernakulam,Urban Road,Clear,Dry,Day,High,Motorcycle,48,Male,No,59,No,Not Applicable,Drunk Driving,Minor,2,No Injury,8.0,2025,May,Monday,False,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_100665,2024-12-20,14,2024-12-20 16:36:00,Wayanad,Urban Road,Clear,Dry,Day,Medium,Motorcycle,30,Male,No,93,Yes,Not Applicable,Weather Conditions,Serious,1,Major Injury,36.0,2024,December,Friday,False,Afternoon,Adult,Yes,Yes,No,No
Ker_Acc_100667,2024-06-09,18,2024-06-09 21:27:00,Thrissur,Urban Road,Clear,Wet,Day,Medium,Truck,63,Female,Yes,80,Not Applicable,Yes,Weather Conditions,Minor,2,Minor Injury,10.0,2024,June,Sunday,True,Evening,Senior,No,No,Yes,Yes
Ker_Acc_100670,2023-10-28,23,2023-10-29 01:29:00,Pathanamthitta,Urban Road,Rain,Wet,Night,Medium,Car,68,Female,No,65,Not Applicable,Yes,Weather Conditions,Minor,1,No Injury,10.0,2023,October,Saturday,True,Evening,Senior,No,No,Yes,No
Ker_Acc_100671,2025-02-06,2,2025-02-06 04:50:00,Wayanad,Urban Road,Clear,Dry,Night,Low,Motorcycle,49,Female,Yes,47,Not Applicable,Not Applicable,Weather Conditions,Serious,1,Major Injury,23.0,2025,February,Thursday,False,Late Night,Middle Age,No,Yes,Yes,No
Ker_Acc_100672,2023-08-29,6,2023-08-29 06:52:00,Kottayam,Rural Road,Rain,Muddy,Day,Low,Motorcycle,61,Male,No,87,Not Applicable,Not Applicable,Distracted Driving,Serious,3,Major Injury,36.0,2023,August,Tuesday,False,Morning,Senior,Yes,Yes,No,Yes
Ker_Acc_100673,2023-03-07,10,2023-03-07 11:01:00,Kannur,Highway,Fog,Wet,Day,High,Auto Rickshaw,49,Female,No,118,Not Applicable,Not Applicable,Overspeeding,Serious,3,Minor Injury,20.0,2023,March,Tuesday,False,Morning,Middle Age,Yes,No,No,Yes
Ker_Acc_100674,2023-02-17,17,2023-02-17 18:00:00,Kannur,Rural Road,Clear,Muddy,Day,Medium,Motorcycle,60,Female,Yes,63,Yes,Not Applicable,Overspeeding,Serious,3,Minor Injury,11.0,2023,February,Friday,False,Afternoon,Middle Age,No,No,No,Yes
Ker_Acc_100676,2023-06-10,23,2023-06-11 01:16:00,Idukki,Urban Road,Rain,Wet,Day,High,Bus,59,Male,No,50,Not Applicable,No,Drunk Driving,Serious,2,Minor Injury,36.0,2023,June,Saturday,True,Evening,Middle Age,No,Yes,Yes,Yes
Ker_Acc_100677,2024-03-01,0,2024-03-01 02:21:00,Thrissur,Urban Road,Clear,Dry,Night,Medium,Car,35,Male,No,61,Not Applicable,Yes,Mechanical Failure,Minor,0,Minor Injury,18.0,2024,March,Friday,False,Late Night,Adult,No,No,Yes,No
Ker_Acc_100678,2025-02-10,16,2025-02-10 17:29:00,Malappuram,Highway,Clear,Wet,Day,Medium,Truck,47,Female,No,90,Not Applicable,Yes,Distracted Driving,Minor,0,Minor Injury,21.0,2025,February,Monday,False,Afternoon,Middle Age,Yes,Yes,No,No
Ker_Acc_100679,2024-03-29,4,2024-03-29 04:56:00,Thiruvananthapuram,Rural Road,Rain,Wet,Night,High,Bus,39,Female,No,76,Not Applicable,Yes,Weather Conditions,Minor,2,Minor Injury,10.0,2024,March,Friday,False,Late Night,Adult,No,No,Yes,Yes
Ker_Acc_100680,2023-02-07,21,2023-02-08 00:48:00,Kannur,Highway,Clear,Dry,Night,Medium,Bus,63,Female,No,63,Not Applicable,Yes,Drunk Driving,Serious,1,Minor Injury,38.0,2023,February,Tuesday,False,Evening,Senior,No,Yes,Yes,No
Ker_Acc_100681,2024-02-16,21,2024-02-17 00:10:00,Ernakulam,Urban Road,Clear,Dry,Night,Low,Car,18,Male,No,27,Not Applicable,Yes,Distracted Driving,Minor,1,Minor Injury,21.0,2024,February,Friday,False,Evening,Young,No,Yes,Yes,No
Ker_Acc_100683,2023-07-22,9,2023-07-22 09:19:00,Kannur,Urban Road,Clear,Dry,Day,Medium,Auto Rickshaw,52,Female,No,69,Not Applicable,Not Applicable,Drunk Driving,Minor,1,Minor Injury,7.0,2023,July,Saturday,True,Morning,Middle Age,No,No,No,No
Ker_Acc_100684,2023-12-15,20,2023-12-15 20:20:00,Palakkad,Rural Road,Fog,Dry,Night,Medium,Motorcycle,34,Male,No,81,Yes,Not Applicable,Drunk Driving,Minor,2,Minor Injury,14.0,2023,December,Friday,False,Evening,Adult,Yes,No,Yes,Yes
Ker_Acc_100685,2023-03-03,11,2023-03-03 14:01:00,Wayanad,Rural Road,Fog,Dry,Day,Low,Auto Rickshaw,25,Female,No,47,Not Applicable,Not Applicable,Drunk Driving,Minor,0,No Injury,23.0,2023,March,Friday,False,Morning,Young,No,Yes,No,No
Ker_Acc_100687,2024-01-22,16,2024-01-22 17:55:00,Wayanad,Urban Road,Clear,Dry,Day,Low,Truck,70,Female,No,40,Not Applicable,No,Distracted Driving,Minor,2,Minor Injury,19.0,2024,January,Monday,False,Afternoon,Senior,No,No,No,Yes
Ker_Acc_100688,2024-02-26,2,2024-02-26 02:25:00,Kasaragod,Junction,Clear,Dry,Night,Medium,Auto Rickshaw,46,Female,Yes,25,Not Applicable,Not Applicable,Weather Conditions,Minor,1,Minor Injury,21.0,2024,February,Monday,False,Late Night,Middle Age,No,Yes,Yes,No
Ker_Acc_100689,2024-07-26,16,2024-07-26 18:35:00,Malappuram,Urban Road,Clear,Dry,Day,Low,Motorcycle,45,Female,No,76,Yes,Not Applicable,Overspeeding,Serious,3,Major Injury,32.0,2024,July,Friday,False,Afternoon,Middle Age,No,Yes,No,Yes
Ker_Acc_100690,2024-03-02,5,2024-03-02 07:23:00,Wayanad,Highway,Clear,Dry,Night,Low,Car,63,Male,No,73,Not Applicable,No,Overspeeding,Minor,0,No Injury,21.0,2024,March,Saturday,True,Late Night,Senior,No,Yes,Yes,No
Ker_Acc_100691,2024-04-29,1,2024-04-29 02:32:00,Thrissur,Junction,Rain,Wet,Night,Low,Auto Rickshaw,44,Female,Yes,43,Not Applicable,Not Applicable,Drunk Driving,Fatal,2,Major Injury,40.5,2024,April,Monday,False,Late Night,Middle Age,No,Yes,Yes,Yes
Ker_Acc_100692,2024-06-19,4,2024-06-19 05:47:00,Thiruvananthapuram,Urban Road,Clear,Wet,Night,Medium,Car,19,Female,No,56,Not Applicable,Yes,Weather Conditions,Serious,3,Major Injury,14.0,2024,June,Wednesday,False,Late Night,Young,No,No,Yes,Yes
Ker_Acc_100694,2024-04-08,10,2024-04-08 12:31:00,Malappuram,Urban Road,Clear,Dry,Dawn/Dusk,Medium,Motorcycle,66,Female,No,90,Yes,Not Applicable,Drunk Driving,Serious,2,Major Injury,30.0,2024,April,Monday,False,Morning,Senior,Yes,Yes,No,Yes
Ker_Acc_100695,2024-04-04,4,2024-04-04 06:23:00,Kozhikode,Urban Road,Clear,Dry,Night,Medium,Auto Rickshaw,42,Female,No,58,Not Applicable,Not Applicable,Weather Conditions,Minor,1,Minor Injury,17.0,2024,April,Thursday,False,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_100696,2023-02-16,21,2023-02-16 23:54:00,Palakkad,Urban Road,Clear,Dry,Night,Medium,Motorcycle,63,Female,Yes,31,Yes,Not Applicable,Overspeeding,Serious,3,Major Injury,30.0,2023,February,Thursday,False,Evening,Senior,No,Yes,Yes,Yes
Ker_Acc_100031,2024-10-22,3,2024-10-22 06:09:00,Palakkad,Rural Road,Clear,Wet,Night,Low,Car,54,Male,No,108,Not Applicable,Yes,Weather Conditions,Minor,2,Major Injury,40.0,2024,October,Tuesday,False,Late Night,Middle Age,Yes,Yes,Yes,Yes
Ker_Acc_100698,2024-05-02,16,2024-05-02 17:06:00,Kannur,Highway,Clear,Dry,Day,Low,Car,19,Female,No,75,Not Applicable,Yes,Weather Conditions,Minor,1,Minor Injury,11.0,2024,May,Thursday,False,Afternoon,Young,No,No,No,No
Ker_Acc_100699,2025-04-06,17,2025-04-06 19:05:00,Kollam,Urban Road,Rain,Muddy,Day,Medium,Auto Rickshaw,39,Male,No,66,Not Applicable,Not Applicable,Distracted Driving,Minor,0,No Injury,18.0,2025,April,Sunday,True,Afternoon,Adult,No,No,No,No
Ker_Acc_100700,2024-06-24,10,2024-06-24 11:34:00,Kasaragod,Urban Road,Clear,Dry,Day,Low,Auto Rickshaw,36,Male,No,20,Not Applicable,Not Applicable,Weather Conditions,Minor,1,No Injury,13.0,2024,June,Monday,False,Morning,Adult,No,No,No,No
Ker_Acc_100701,2023-11-11,13,2023-11-11 14:31:00,Pathanamthitta,Rural Road,Clear,Dry,Day,Medium,Motorcycle,19,Female,No,54,Yes,Not Applicable,Distracted Driving,Minor,2,Minor Injury,14.0,2023,November,Saturday,True,Afternoon,Young,No,No,No,Yes
Ker_Acc_100702,2024-02-27,10,2024-02-27 11:57:00,Pathanamthitta,Urban Road,Rain,Wet,Dawn/Dusk,High,Car,30,Female,No,90,Not Applicable,Yes,Distracted Driving,Serious,3,Minor Injury,29.0,2024,February,Tuesday,False,Morning,Adult,Yes,Yes,No,Yes
Ker_Acc_100703,2025-02-09,16,2025-02-09 16:58:00,Palakkad,Highway,Clear,Dry,Day,High,Car,44,Male,Yes,91,Not Applicable,Yes,Weather Conditions,Serious,2,Major Injury,10.0,2025,February,Sunday,True,Afternoon,Middle Age,Yes,No,No,Yes
Ker_Acc_100704,2023-10-03,17,2023-10-03 20:34:00,Thiruvananthapuram,Urban Road,Rain,Muddy,Day,Low,Car,68,Male,No,50,Not Applicable,Yes,Mechanical Failure,Minor,0,Minor Injury,23.0,2023,October,Tuesday,False,Afternoon,Senior,No,Yes,No,No
Ker_Acc_100705,2024-10-13,16,2024-10-13 16:54:00,Kasaragod,Rural Road,Rain,Wet,Day,High,Motorcycle,45,Male,No,60,Yes,Not Applicable,Mechanical Failure,Serious,3,Major Injury,27.0,2024,October,Sunday,True,Afternoon,Middle Age,No,Yes,No,Yes
Ker_Acc_100031,2024-10-09,6,2024-10-09 08:52:00,Kasaragod,Highway,Clear,Dry,Day,Medium,Car,22,Male,No,86,Not Applicable,Yes,Weather Conditions,Minor,1,Minor Injury,17.0,2024,October,Wednesday,False,Morning,Young,Yes,No,No,No
Ker_Acc_100708,2024-07-23,8,2024-07-23 10:51:00,Wayanad,Urban Road,Clear,Wet,Day,Medium,Car,58,Female,No,68,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,19.0,2024,July,Tuesday,False,Morning,Middle Age,No,No,No,No
Ker_Acc_100709,2023-08-04,14,2023-08-04 16:07:00,Idukki,Rural Road,Storm,Wet,Day,Medium,Car,18,Male,No,98,Not Applicable,Yes,Distracted Driving,Serious,3,Major Injury,10.0,2023,August,Friday,False,Afternoon,Young,Yes,No,No,Yes
Ker_Acc_100710,2024-07-23,22,2024-07-24 00:55:00,Ernakulam,Urban Road,Storm,Dry,Night,High,Truck,59,Female,Yes,63,Not Applicable,Yes,Weather Conditions,Serious,3,Major Injury,19.0,2024,July,Tuesday,False,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_100712,2024-01-15,6,2024-01-15 06:35:00,Thrissur,Highway,Rain,Wet,Day,Medium,Bus,30,Male,Yes,70,Not Applicable,Yes,Drunk Driving,Serious,2,Major Injury,29.0,2024,January,Monday,False,Morning,Adult,No,Yes,No,Yes
Ker_Acc_100713,2024-05-20,11,2024-05-20 12:18:00,Alappuzha,Highway,Clear,Dry,Day,High,Car,18,Male,No,117,Not Applicable,Yes,Distracted Driving,Serious,3,Minor Injury,36.0,2024,May,Monday,False,Morning,Young,Yes,Yes,No,Yes
Ker_Acc_100714,2023-10-12,18,2023-10-12 20:43:00,Kasaragod,Rural Road,Rain,Wet,Day,High,Motorcycle,54,Male,No,65,No,Not Applicable,Distracted Driving,Serious,2,Minor Injury,28.0,2023,October,Thursday,False,Evening,Middle Age,No,Yes,Yes,Yes
Ker_Acc_100715,2023-09-23,18,2023-09-23 19:57:00,Pathanamthitta,Urban Road,Rain,Wet,Day,High,Auto Rickshaw,61,Female,Yes,97,Not Applicable,Not Applicable,Overspeeding,Fatal,3,Major Injury,40.5,2023,September,Saturday,True,Evening,Senior,Yes,Yes,Yes,Yes
Ker_Acc_100717,2024-11-27,16,2024-11-27 18:40:00,Kollam,Urban Road,Clear,Dry,Day,High,Motorcycle,21,Female,No,88,Not Applicable,Not Applicable,Drunk Driving,Minor,2,Minor Injury,18.0,2024,November,Wednesday,False,Afternoon,Young,Yes,No,No,Yes
Ker_Acc_100718,2023-01-06,12,2023-01-06 13:42:00,Idukki,Urban Road,Rain,Muddy,Day,Low,Bus,62,Male,No,81,Not Applicable,Yes,Distracted Driving,Minor,2,Minor Injury,7.0,2023,January,Friday,False,Afternoon,Senior,Yes,No,No,Yes
Ker_Acc_100719,2023-12-04,9,2023-12-04 11:49:00,Pathanamthitta,Rural Road,Clear,Muddy,Day,High,Truck,69,Female,Yes,48,Not Applicable,Yes,Drunk Driving,Serious,3,Major Injury,35.0,2023,December,Monday,False,Morning,Senior,No,Yes,No,Yes
Ker_Acc_100720,2023-09-14,7,2023-09-14 09:12:00,Kasaragod,Urban Road,Fog,Dry,Day,Medium,Car,51,Female,No,75,Not Applicable,Yes,Distracted Driving,Minor,0,Minor Injury,7.0,2023,September,Thursday,False,Morning,Middle Age,No,No,No,No
Ker_Acc_100721,2023-04-08,20,2023-04-08 23:01:00,Kannur,Rural Road,Clear,Wet,Night,Medium,Motorcycle,38,Male,No,67,No,Not Applicable,Distracted Driving,Serious,3,Minor Injury,32.0,2023,April,Saturday,True,Evening,Adult,No,Yes,Yes,Yes
Ker_Acc_100722,2025-04-01,14,2025-04-01 15:25:00,Thiruvananthapuram,Rural Road,Clear,Dry,Day,Low,Truck,61,Female,Yes,50,Not Applicable,Yes,Weather Conditions,Minor,1,No Injury,6.0,2025,April,Tuesday,False,Afternoon,Senior,No,No,No,No
Ker_Acc_100723,2023-04-09,19,2023-04-09 21:38:00,Ernakulam,Rural Road,Clear,Wet,Night,Medium,Motorcycle,47,Male,No,79,Yes,Not Applicable,Overspeeding,Minor,2,Minor Injury,18.0,2023,April,Sunday,True,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_100724,2024-10-28,21,2024-10-28 22:01:00,Idukki,Urban Road,Clear,Dry,Night,Low,Bus,24,Male,Yes,47,Not Applicable,Yes,Drunk Driving,Serious,1,Major Injury,19.0,2024,October,Monday,False,Evening,Young,No,No,Yes,No
Ker_Acc_100725,2023-05-10,20,2023-05-10 21:42:00,Malappuram,Highway,Storm,Wet,Night,High,Car,29,Female,No,101,Not Applicable,No,Drunk Driving,Serious,2,Major Injury,19.0,2023,May,Wednesday,False,Evening,Adult,Yes,No,Yes,Yes
Ker_Acc_100726,2024-08-21,13,2024-08-21 16:23:00,Kottayam,Urban Road,Clear,Dry,Day,Medium,Car,67,Female,No,82,Not Applicable,Yes,Weather Conditions,Minor,0,Minor Injury,20.0,2024,August,Wednesday,False,Afternoon,Senior,Yes,No,No,No
Ker_Acc_100727,2024-01-13,0,2024-01-13 03:08:00,Kottayam,Urban Road,Clear,Dry,Night,Medium,Motorcycle,50,Female,No,56,Yes,Not Applicable,Drunk Driving,Minor,1,No Injury,22.0,2024,January,Saturday,True,Late Night,Middle Age,No,Yes,Yes,No
Ker_Acc_100728,2023-07-20,6,2023-07-20 07:36:00,Idukki,Rural Road,Clear,Wet,Day,Medium,Auto Rickshaw,62,Female,No,85,Not Applicable,Not Applicable,Distracted Driving,Serious,2,Minor Injury,24.0,2023,July,Thursday,False,Morning,Senior,Yes,Yes,No,Yes
Ker_Acc_100729,2024-08-15,18,2024-08-15 21:03:00,Kasaragod,Bridge,Clear,Dry,Day,Medium,Motorcycle,47,Male,No,47,Yes,Not Applicable,Drunk Driving,Minor,1,Minor Injury,6.0,2024,August,Thursday,False,Evening,Middle Age,No,No,Yes,No
Ker_Acc_100730,2023-08-17,22,2023-08-18 00:18:00,Kozhikode,Urban Road,Rain,Wet,Night,Low,Motorcycle,69,Male,No,65,Yes,Not Applicable,Distracted Driving,Serious,1,Major Injury,16.0,2023,August,Thursday,False,Evening,Senior,No,No,Yes,No
Ker_Acc_100731,2023-01-11,2,2023-01-11 02:34:00,Idukki,Urban Road,Rain,Wet,Night,High,Motorcycle,30,Male,No,52,Yes,Not Applicable,Drunk Driving,Minor,3,Minor Injury,39.0,2023,January,Wednesday,False,Late Night,Adult,No,Yes,Yes,Yes
Ker_Acc_100732,2023-07-23,6,2023-07-23 07:07:00,Thiruvananthapuram,Rural Road,Clear,Dry,Day,High,Auto Rickshaw,53,Male,No,46,Not Applicable,Not Applicable,Weather Conditions,Minor,1,Minor Injury,11.0,2023,July,Sunday,True,Morning,Middle Age,No,No,No,No
Ker_Acc_100733,2025-05-13,8,2025-05-13 09:28:00,Pathanamthitta,Rural Road,Rain,Muddy,Day,High,Auto Rickshaw,59,Female,No,73,Not Applicable,Not Applicable,Drunk Driving,Minor,0,Minor Injury,8.0,2025,May,Tuesday,False,Morning,Middle Age,No,No,No,No
Ker_Acc_100031,2023-05-28,4,2023-05-28 05:43:00,Kollam,Rural Road,Rain,Dry,Night,High,Motorcycle,56,Male,No,68,Yes,Not Applicable,Distracted Driving,Serious,2,Minor Injury,30.0,2023,May,Sunday,True,Late Night,Middle Age,No,Yes,Yes,Yes
Ker_Acc_100736,2024-09-22,18,2024-09-22 20:34:00,Kannur,Rural Road,Clear,Dry,Dawn/Dusk,High,Motorcycle,21,Female,No,61,Not Applicable,Not Applicable,Overspeeding,Minor,0,No Injury,13.0,2024,September,Sunday,True,Evening,Young,No,No,Yes,No
Ker_Acc_100737,2025-01-14,2,2025-01-14 04:55:00,Alappuzha,Junction,Clear,Dry,Night,High,Motorcycle,50,Female,No,51,Yes,Not Applicable,Mechanical Failure,Minor,0,Minor Injury,25.0,2025,January,Tuesday,False,Late Night,Middle Age,No,Yes,Yes,No
Ker_Acc_100738,2024-06-15,14,2024-06-15 15:38:00,Thrissur,Highway,Clear,Dry,Day,Medium,Car,48,Male,No,94,Not Applicable,Yes,Distracted Driving,Minor,2,Minor Injury,17.0,2024,June,Saturday,True,Afternoon,Middle Age,Yes,No,No,Yes
Ker_Acc_100740,2025-02-08,2,2025-02-08 04:16:00,Pathanamthitta,Urban Road,Rain,Wet,Night,Medium,Auto Rickshaw,47,Female,No,66,Not Applicable,Not Applicable,Distracted Driving,Minor,0,No Injury,15.0,2025,February,Saturday,True,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_100741,2024-04-23,13,2024-04-23 15:05:00,Thrissur,Rural Road,Clear,Dry,Day,High,Car,19,Male,No,70,Not Applicable,Yes,Mechanical Failure,Minor,1,Minor Injury,12.0,2024,April,Tuesday,False,Afternoon,Young,No,No,No,No
Ker_Acc_100742,2023-03-26,9,2023-03-26 12:06:00,Idukki,Highway,Rain,Dry,Day,Medium,Truck,32,Male,Yes,120,Not Applicable,Yes,Overspeeding,Fatal,3,Fatal Injury,24.0,2023,March,Sunday,True,Morning,Adult,Yes,Yes,No,Yes
Ker_Acc_100743,2023-07-21,21,2023-07-21 22:30:00,Idukki,Urban Road,Clear,Dry,Night,Medium,Motorcycle,63,Female,No,88,Yes,Not Applicable,Drunk Driving,Serious,1,Major Injury,14.0,2023,July,Friday,False,Evening,Senior,Yes,No,Yes,No
Ker_Acc_100744,2025-02-27,9,2025-02-27 10:51:00,Thiruvananthapuram,Rural Road,Rain,Wet,Day,Low,Car,66,Male,No,107,Not Applicable,Yes,Overspeeding,Serious,1,Major Injury,25.0,2025,February,Thursday,False,Morning,Senior,Yes,Yes,No,No
Ker_Acc_100745,2024-02-12,7,2024-02-12 08:12:00,Kasaragod,Urban Road,Clear,Dry,Day,Low,Truck,66,Male,No,43,Not Applicable,Yes,Distracted Driving,Minor,1,Minor Injury,19.0,2024,February,Monday,False,Morning,Senior,No,No,No,No
Ker_Acc_100746,2025-05-16,6,2025-05-16 08:18:00,Idukki,Rural Road,Rain,Wet,Day,High,Motorcycle,41,Female,No,70,No,Not Applicable,Overspeeding,Serious,2,Major Injury,37.0,2025,May,Friday,False,Morning,Middle Age,No,Yes,No,Yes
Ker_Acc_100747,2025-04-09,21,2025-04-09 23:28:00,Thrissur,Junction,Clear,Dry,Day,Medium,Auto Rickshaw,66,Female,No,33,Not Applicable,Not Applicable,Weather Conditions,Minor,1,Minor Injury,22.0,2025,April,Wednesday,False,Evening,Senior,No,Yes,Yes,No
Ker_Acc_100748,2024-08-24,0,2024-08-24 00:49:00,Idukki,Urban Road,Clear,Dry,Night,Low,Car,58,Female,No,71,Not Applicable,Yes,Distracted Driving,Minor,2,Minor Injury,24.0,2024,August,Saturday,True,Late Night,Middle Age,No,Yes,Yes,Yes
Ker_Acc_100749,2023-07-29,12,2023-07-29 14:25:00,Ernakulam,Urban Road,Clear,Dry,Day,Medium,Motorcycle,54,Male,No,75,Yes,Not Applicable,Drunk Driving,Serious,2,Minor Injury,30.0,2023,July,Saturday,True,Afternoon,Middle Age,No,Yes,No,Yes
Ker_Acc_100750,2023-04-17,21,2023-04-17 22:25:00,Pathanamthitta,Urban Road,Rain,Wet,Night,Medium,Auto Rickshaw,19,Female,No,65,Not Applicable,Not Applicable,Mechanical Failure,Minor,1,Minor Injury,7.0,2023,April,Monday,False,Evening,Young,No,No,Yes,No
